Source,Target,Weight
AXIOM,"Fitch, Douglas",1
AXIOM,"Getaz, Edouard",1
AXIOM,Giants are Small,1
AXIOM,"Noll, Kate",1
AXIOM,"Smith, James",1
AXIOM,"Yew, Jeanette Oi-Suk",1
"Aaronson, Michael","Gottlieb, Gordon",1
"Aaronson, Michael","Herman, Benjamin",1
"Aaronson, Michael","Jacobs, Paul",2
"Aaronson, Michael","Oppens, Ursula",2
"Aaronson, Michael","Rosen, Myor",2
"Abadey, Kush","Birnbaum, Adam",1
"Abbracciamento, John","Anthony, Ryan",1
"Abbracciamento, John","Atkinson, Michael P.",1
"Abbracciamento, John","Baker, Michael",1
"Abbracciamento, John","Balio, Andy",1
"Abbracciamento, John","Balm, Neil",1
"Abbracciamento, John","Bartels, Justin",1
"Abbracciamento, John","Bensdorf, Ethan",1
"Abbracciamento, John","Berlin, Eric M.",1
"Abbracciamento, John","Bliznik, Karin",1
"Abbracciamento, John","Botez, Sarah",1
"Abbracciamento, John","Boulton, Thomas",1
"Abbracciamento, John","Brodsky, Mitch",1
"Abbracciamento, John","Bubolz, Chris",1
"Abbracciamento, John","Burgstaller, Josef",1
"Abbracciamento, John","Castleman, John",1
"Abbracciamento, John","Cupples, Tom",1
"Abbracciamento, John","Day, William (Liam)",1
"Abbracciamento, John","DeCarlo, Kenneth",3
"Abbracciamento, John","DePeters, David",1
"Abbracciamento, John","Dill, Denver",1
"Abbracciamento, John","Dorer, Robert",1
"Abbracciamento, John","Dupuis, Kurt",1
"Abbracciamento, John","Garcia, Andrew",1
"Abbracciamento, John","Gasiorowski, Matt",1
"Abbracciamento, John","Ham, Jason",1
"Abbracciamento, John","Hammond, Kris",1
"Abbracciamento, John","Hosticka, Frank",2
"Abbracciamento, John","Hynes, Jim",1
"Abbracciamento, John","Jaudes, Christian",1
"Abbracciamento, John","Jemo, Nick",1
"Abbracciamento, John","Kadlek, Tony",1
"Abbracciamento, John","Kainuma, Morris",1
"Abbracciamento, John","Krauss, David",1
"Abbracciamento, John","Martin, Christopher",2
"Abbracciamento, John","McCabe, Amy",1
"Abbracciamento, John","McClarty, James",1
"Abbracciamento, John","McKinney, Bryan",1
"Abbracciamento, John","Mergen, Michael",1
"Abbracciamento, John","Murphy, Paul",1
"Abbracciamento, John","Myers, Michael",1
"Abbracciamento, John","Norton, Joshua",1
"Abbracciamento, John","Paul, Kevin",1
"Abbracciamento, John","Piddington, Guy",1
"Abbracciamento, John","Puccini, Dorival",1
"Abbracciamento, John","Resky, Ryan",1
"Abbracciamento, John","Riccomini, Raymond",1
"Abbracciamento, John","Ridenour, Brandon",1
"Abbracciamento, John","Rider, Sue",1
"Abbracciamento, John","Ross, James",1
"Abbracciamento, John","Schlueter, Charlie",1
"Abbracciamento, John","Schuller, Andy",1
"Abbracciamento, John","Siroky, Brad",1
"Abbracciamento, John","Smith, Thomas",1
"Abbracciamento, John","Soper, Lee",1
"Abbracciamento, John","Strong, Jeff",1
"Abbracciamento, John","Tompkins, Joseph",1
"Abbracciamento, John","Venditti, Chris",1
"Abbracciamento, John","Vonderheide, Dave",1
"Abdul-Karim, Muhsinah",Student Musicians from New York City Education and Community Partners,2
"Abdul-Karim, Muhsinah",Voices of Harlem,1
"Abel, Carmen","Cintron, Mary",1
"Abels, Joel","Altay, Derin",1
"Abels, Joel","Archie, Terence",1
"Abels, Joel","Bendul, Kristine",1
"Abels, Joel","Brockman, Jane",1
"Abels, Joel","De Toledo, Maxime",1
"Abels, Joel","Dunn, Ryan Thomas",1
"Abels, Joel","Fraggos, Kathryn Eleni",1
"Abels, Joel","Hernandez, Ivan",1
"Abels, Joel","James, Sydney",1
"Abels, Joel","Jones, Catherine Cheng",1
"Abels, Joel","Kepley, Nick",1
"Abels, Joel","LaValle, Catherine",1
"Abels, Joel","Lekae, Valisia",1
"Abels, Joel","Lewis, Sabra",1
"Abels, Joel","Mahoney, Amy",1
"Abels, Joel","Mastrone, Frank",1
"Abels, Joel","McLeod, Raymond Jaramillo",1
"Abels, Joel","Mindlin, Michael",1
"Abels, Joel","Montalban, Paolo",1
"Abels, Joel","Paschall, Denny",1
"Abels, Joel","Rembert, Jermaine",1
"Abels, Joel","Richards, Devin",1
"Abels, Joel","Rooney, Brian Charles",1
"Abels, Joel","Saab, Krista",1
"Abels, Joel","Scirrotto, Michael",1
"Abels, Joel","Solomon, Alison",1
"Abels, Joel","Victor, Idara",2
"Abels, Joel","Walla, Alison",1
"Abels, Joel","Wolfe, Betsy",1
"Abraham, F. Murray","Fitch, Douglas",3
"Abraham, F. Murray",Kasumi,1
"Abraham, F. Murray","Madonia, Valerie",1
"Abraham, F. Murray","McBurney, Gerard",1
"Abraham, F. Murray","Nelson, Tim Blake",1
"Abraham, F. Murray","Sakurai, Kitao",1
"Abraham, F. Murray","Seldes, Marian",1
"Abraham, F. Murray","Swee, Daniel",1
"Abram, Jacques","Balogh, Erno",1
"Abram, Jacques","Casadesus, Robert",1
"Abram, Jacques","Chasins, Abram",1
"Abram, Jacques","Friedberg, Carl",1
"Abram, Jacques","Hambro, Leonid",1
"Abram, Jacques","Kerr, Muriel",1
"Abram, Jacques","Smeterlin, Jan",1
"Abram, Jacques","Uninsky, Alexander",1
Abyssinian Sanctuary Choir,All-City Singers,9
"Achucarro, Joaquin","Baker, Julius",1
"Achucarro, Joaquin","Dicterow, Glenn",1
"Achucarro, Joaquin","Drucker, Stanley",1
"Achucarro, Joaquin","Munroe, Lorne",1
"Achucarro, Joaquin","Robinson, Joseph",1
"Ackerman, Jean",Estelle Liebling Melodic Choir,1
"Ackerman, Jean",Marks,3
"Ackerman, Jean","Strawbridge, Edwin",2
"Acuña [Acuna], Maria Teresa",Sadlowski and Berlin,1
"Adair, Alan","Asker, Emil",1
"Adair, Alan","Burke, Mildred",1
"Adair, Alan","Fargason, William",1
"Adair, Alan","Heath, Rhea",1
"Adair, Alan","Hesse, Henry",1
"Adair, Alan","Jones, Marlowe",1
"Adair, Alan","Jung, Dorothy",1
"Adair, Alan","Moore, Frank",1
"Adair, Alan","Rashkis, Theresa",1
"Adair, Alan","Reed, Mildred",1
"Adair, Alan","Ross, Dorothy",1
"Adair, Alan",Unknown Soloist,2
"Adam, Theo","Studebaker, Thomas",1
"Adams, Jas Jule","Coker, Norman",1
"Adams, Jas Jule","Coleman, Taobendu",1
"Adams, Jas Jule","Ford, Gwendolyn",1
"Adams, Jas Jule","Hassan, Abdul",1
"Adams, Jas Jule","Johnson, Momodu",1
"Adams, Jas Jule","Jones, Alberta",1
"Adams, Jas Jule","McClain, Jas",1
"Adams, Jas Jule","Rylton, Minnie",1
"Adams, John","Josefowicz, Leila",1
"Adams, John","Oja, Carol J.",1
"Adams, Jonathon","Bordignon, Paolo",1
"Adams, Jonathon","Cobb, Timothy",1
"Adams, Jonathon",Handel and Haydn Society Chorus,1
"Adams, Jonathon","Jee, Patrick",1
"Adams, Jonathon","Laskowski, Kim",1
"Adams, Jonathon","Muckey, Matthew",1
"Adams, Jonathon","Tritle, Kent",1
"Adams, Mason","Bell, Ralph",1
"Adams, Mason","De Koven, Roger",1
"Adams, Mason","Gampel, Chris",1
"Adams, Mason","Kanner, Karen",1
"Adams, Mason","Lang, Pearl",1
"Adams, Mason","Lazar, Peter",1
"Adams, Mason","Marks, Bruce",1
"Adams, Mason","Sansardo, Paul",1
"Addimando, Caesare","Labate, Bruno",2
"Addimando, Caesare","Tabuteau, Marcel",2
"Addison, Adele","Alberts, Eunice",2
"Addison, Adele","Allen, Betty",1
"Addison, Adele","Alvary, Lorenzo",1
"Addison, Adele","Amara, Lucine",2
"Addison, Adele","Babikian, Virginia",2
"Addison, Adele","Bell, Donald",2
"Addison, Adele","Bible, Frances",1
"Addison, Adele","Bloch, Suzanne",1
"Addison, Adele","Brenner, Engelbert",1
"Addison, Adele","Bressler, Charles",2
"Addison, Adele","Camerata Singers, The",2
"Addison, Adele","Chookasian, Lili",2
"Addison, Adele",Choral Art Society,2
"Addison, Adele","Colf, Howard",1
"Addison, Adele",Columbus Boychoir,2
"Addison, Adele","Corigliano, John, Sr.",1
"Addison, Adele","Delancey, Charles",1
"Addison, Adele","Dufallo, Richard (John)",1
"Addison, Adele","Farrell, Eileen",1
"Addison, Adele","Flagello, Ezio",2
"Addison, Adele",Foss Improv Chamber Ensemble,1
"Addison, Adele","Garber, Lin",1
"Addison, Adele","Goltzer, Albert",1
"Addison, Adele","Gomberg, Harold",1
"Addison, Adele","Gramm, Donald",1
"Addison, Adele","Hambro, Leonid",1
"Addison, Adele","Harrell, Mack",1
"Addison, Adele","Harris, John",1
"Addison, Adele",Juilliard Chorus,1
"Addison, Adele","Kleinman, Marlena",2
"Addison, Adele",Little Church Around the Corner Boys' Choir,1
"Addison, Adele","Lloyd, David",5
"Addison, Adele","London, George",2
"Addison, Adele","McChesney, Ernest",2
"Addison, Adele","McCollum, John",2
"Addison, Adele","Metropolitan Synagogue and Community Church of New York, Choir of the",1
"Addison, Adele","Natale, Louise",1
"Addison, Adele","Oberlin, Russell",3
"Addison, Adele","Parker, Louise",2
"Addison, Adele","Price, Leontyne",1
"Addison, Adele","Prince-Joseph, Bruce",2
"Addison, Adele","Raviola, Carlo",1
"Addison, Adele",Robert Shaw Chorale,1
"Addison, Adele",Rutgers University Choir,1
"Addison, Adele","Sarfaty, Regina",1
"Addison, Adele",Schola Cantorum of NY,5
"Addison, Adele","Scott, Norman",2
"Addison, Adele","Simon, Joanna",2
"Addison, Adele","Simoneau, Leopold",2
"Addison, Adele","Skouras, Estelle",1
"Addison, Adele","Steele, Philip",1
"Addison, Adele","Stern, Carl",1
"Addison, Adele",The Collegiate Chorale,1
"Addison, Adele","Tourel, Jennie",2
"Addison, Adele","Tucker, Richard",2
"Addison, Adele","Ukena, Paul",1
"Addison, Adele","Varga, Laszlo",1
"Addison, Adele","Verrett, Shirley",1
"Addison, Adele","Vickers, Jon",1
"Addison, Adele","Warfield, William",3
"Addison, Adele","Washington, Barbara",1
"Addison, Adele","Watson, Chester",1
"Addison, Adele",Westminster Choir,4
"Addison, Adele","Wildermann, William",1
"Addison, Adele","Wummer, John",2
"Adelman, Sarah","Allen, Louise",2
"Adelman, Sarah","Austin, Anna",2
"Adelman, Sarah","Balcom, Lois",2
"Adelman, Sarah","Benedict, Mary Hazel",2
"Adelman, Sarah","Blackman, Norma",2
"Adelman, Sarah","Bookbinder, Beatrice",2
"Adelman, Sarah","Chace, Marian",2
"Adelman, Sarah","Cohen, Judith",2
"Adelman, Sarah","Cohen, Mildred",2
"Adelman, Sarah","Cousens, Mabel Brooke Olive",2
"Adelman, Sarah","Eddy, Margaret",2
"Adelman, Sarah","Elton, Charlotte",2
"Adelman, Sarah","Field, Betty",2
"Adelman, Sarah","Friedberg, Rosalind",4
"Adelman, Sarah","Garcia, Gloria",2
"Adelman, Sarah","Gillan, Dorothy",2
"Adelman, Sarah","Heinze, Rosanna",2
"Adelman, Sarah","Hoch, Sylvia",1
"Adelman, Sarah","Kahn, Sylvia",2
"Adelman, Sarah","Knight, Ruth",2
"Adelman, Sarah","Krans, Hazel",2
"Adelman, Sarah","Lomasky, Miriam",2
"Adelman, Sarah","Maffitt, Charlotte",2
"Adelman, Sarah","Martin, Mary Josephine",2
"Adelman, Sarah","Popper, Ruth",4
"Adelman, Sarah","Robinson, Jean",2
"Adelman, Sarah","Romm, Florence",2
"Adelman, Sarah","Root, Sally",2
"Adelman, Sarah","Rothschyld, Sophie",2
"Adelman, Sarah","Rudolph, Ruth",4
"Adelman, Sarah","Sanchez, Mary Catherine",2
"Adelman, Sarah","Schechtan, Shirley",2
"Adelman, Sarah","Scheer, Rebecca",2
"Adelman, Sarah","Schumacher, Catherine",2
"Adelman, Sarah","Shafer, Lester",2
"Adelman, Sarah","Shapiro, Alice",2
"Adelman, Sarah","St. Denis, Ruth",8
"Adelman, Sarah","Stalzfus, John",2
"Adelman, Sarah","Sternthal, Florence",4
"Adelman, Sarah","Sweeny, Peggy",2
"Adelman, Sarah","Symington, Doro",2
"Adelman, Sarah","Tanzer, Mildred",2
"Adelman, Sarah","Tinker, Gladys",2
"Adelman, Sarah","Tree, Mary",2
"Adelman, Sarah","Waters, Elizabeth",2
"Adelman, Sarah","Zarwinitzer, Lillian",1
"Ades [Adès], Thomas","Candido, James V.",1
"Ades [Adès], Thomas","Deck, Warren",1
"Ades [Adès], Thomas","Herman, Karl",1
"Ades [Adès], Thomas","Lachert, Hanna",1
"Ades [Adès], Thomas","Markey, James",2
"Ades [Adès], Thomas","Pereira, Joseph",1
"Ades [Adès], Thomas","Rabinova, Anna",1
"Ades [Adès], Thomas","Regni, Albert",1
"Ades [Adès], Thomas","Rosner, Tal",1
"Ades [Adès], Thomas","Simon, Fiona",1
"Ades [Adès], Thomas","Smith, Thomas",1
"Adler, Benjamin","Davis, Alexander",3
"Adler, Benjamin","Deane, Richard",1
"Adler, Benjamin","Gonzalez, Julian",4
"Adler, Benjamin","Ham, Barret",1
"Adler, Benjamin","Huebner, Eric",2
"Adler, Benjamin","Kobialka, Alina",6
"Adler, Benjamin","Roberts, Ryan",12
"Adler, Benjamin","Son, Yoobin",2
"Adler, Benjamin","Staples, Sheryl",1
"Adler, Benjamin","Sterrett, Leelanee",2
"Adler, Benjamin","Vickery, Nathan",1
"Adler, Benjamin","West, Tanner",3
"Adler, Benjamin","Wu, Cong",1
"Adler, Benjamin","Yang, Yi-Heng",1
"Adler, Benjamin","Young, Rebecca",18
"Adler, Benjamin","Zeugner, Max",17
"Adler, Benjamin","Ziskel, Yulia",12
"Adler, Clarence","Guidi, Scipione",2
"Adler, Clarence","New York Trio, The",2
"Adler, Clarence","Van Vliet, Cornelius",2
"Adler, Emily",Estelle Liebling Melodic Choir,1
"Adler, Emily","Quay, Elizabeth",1
"Adler, Emily","Revel, Rina",1
"Adler, Emily","Rosencrans, Joycelyn",1
"Adler, Emily","Sacks, Rose",1
"Adler, Emily","Schoenecker, Lillian",1
"Adler, Emily","Secular, Gertrude",1
"Adler, Emily","Steeves, Anne",1
"Adler, Emily","Thrasher, Melba",1
"Adler, Emily","Trim, Marjorie",1
"Adler, Emily","Twiford, Verda",1
"Adler, Emily","Usher, Lemuel",1
"Adler, Emily","VanDrooge, Jeanne",1
"Adler, Emily","Winger, Nellilew",1
"Adler, Emily","Zaldin, Jean",1
"Adler, Josef","Kolar, Victor",2
"Adler, Josef","Sealy, Frank L.",2
"Adler, Larry","Malaby, Richard",2
Adolph Bolm Ballet Intime,"Hansotte, Marcel",1
"Aghaie, Siamak","Brey, Carter",1
"Aghaie, Siamak","Das, Sandeep",2
"Aghaie, Siamak","Kim, Lisa Eunsoo",2
"Aghaie, Siamak","Levinson, Eugene",2
"Aghaie, Siamak","Phelps, Cynthia",2
"Aghaie, Siamak","Staples, Sheryl",2
"Aghaie, Siamak","Young, Rebecca",2
Aguilar Lute Quartet,"Aguilar, Elisa",1
Aguilar Lute Quartet,"Aguilar, Ezequiel",1
Aguilar Lute Quartet,"Aguilar, Paco",1
Aguilar Lute Quartet,"Aguilar, Pepe",1
"Aguilar, Elisa","Aguilar, Paco",1
"Aguilar, Elisa","Aguilar, Pepe",1
"Aguilar, Ezequiel","Aguilar, Elisa",1
"Aguilar, Ezequiel","Aguilar, Paco",1
"Aguilar, Ezequiel","Aguilar, Pepe",1
"Aguilar, Pepe","Aguilar, Paco",1
"Aguilera, Christina","MacFarlane, Seth",1
"Ahigian, Macy","Adelman, Sarah",2
"Ahigian, Macy","Bookbinder, Beatrice",2
"Ahigian, Macy","Brody, B. S.",2
"Ahigian, Macy","Burns, John",3
"Ahigian, Macy","Cohen, Judith",2
"Ahigian, Macy","Cohen, Mildred",2
"Ahigian, Macy","Cohn, Hadassah",2
"Ahigian, Macy","Friedberg, Rosalind",2
"Ahigian, Macy","Gillan, Dorothy",2
"Ahigian, Macy","Goldblum, Arthur",1
"Ahigian, Macy","Harvey, Arthur",2
"Ahigian, Macy","James, John",1
"Ahigian, Macy","Knight, Ruth",2
"Ahigian, Macy","Leverich, William",2
"Ahigian, Macy","Oertli, Fred",2
"Ahigian, Macy","Oliver, Eugene",2
"Ahigian, Macy","Pearsall, A.",1
"Ahigian, Macy","Popper, Ruth",2
"Ahigian, Macy","Pruitt, Lester",1
"Ahigian, Macy","Rudolph, Ruth",2
"Ahigian, Macy","Shafer, Lester",2
"Ahigian, Macy","Shapiro, Alice",2
"Ahigian, Macy","St. Denis, Ruth",4
"Ahigian, Macy","Stalzfus, John",2
"Ahigian, Macy","Sternthal, Florence",2
"Ahigian, Macy","Stilling, Joseph",2
"Ahigian, Macy","Terrell, Harry",1
"Ahigian, Macy","Vassos, John",1
"Ahigian, Macy","Waters, Elizabeth",2
"Aiello, Salvatore","Foose, Richard",3
"Aiello, Salvatore","Krych, Karen",3
"Aiello, Salvatore","Lerner, Judith",3
"Aiello, Salvatore","Mitchell, Janet",3
"Aiello, Salvatore","Segarra, Ramon",3
"Aiken, David","Chambers, Madelaine",2
"Aiken, David",Chorus,6
"Aiken, David","Fried, Howard",2
"Aiken, David","Rounseville, Robert",2
"Aikens, Vanoye","Ellis, Lucille",1
"Aikens, Vanoye","Estrada, LaRosa",2
"Aikens, Vanoye","Freitag, Dorothea",2
"Aikens, Vanoye","Mendez, Julio",2
Ailey,"Chamie, Tatiana",1
Ailey,"Crabtree, Leila",1
Ailey,"Geleznova, Katia",1
Ailey,Gibson,1
Ailey,"Grantzeva, Tania",1
Ailey,"Hightower, Rosella",1
Ailey,Irwin,1
Ailey,"Karnakovsky, Kari",1
Ailey,"Kelepovska, Nathalie",1
Ailey,"Lauret, Jeanette",1
Ailey,"Mladova, Milada",1
Ailey,"Scarpova, Anna",1
Ailey,Tomin,1
"Ailey, Alvin","LaVallade, Carmen de",1
"Ailey, Alvin","Langhorne, Bruce",1
"Ailey, Alvin","Sellers, Brother John",1
"Ailey, Alvin","Shepard, Shep",1
"Aimard, Pierre-Laurent","Ax, Emanuel",1
"Aimard, Pierre-Laurent","Bauer, Vincent",1
"Aimard, Pierre-Laurent","Cerutti, Michel",1
"Aimard, Pierre-Laurent","Ciampolini, Daniel",2
"Aimard, Pierre-Laurent","Jamet, Marie-Claire",1
"Aimard, Pierre-Laurent","Neveux, Alain",2
"Ainsley, John Mark","Briones, Anton",1
"Ainsley, John Mark","Bryant, Stephen",2
"Ainsley, John Mark","Daney, Kristyn",1
"Ainsley, John Mark","Dutton, Jane",2
"Ainsley, John Mark","Halvorson, Carl",2
"Ainsley, John Mark","Santiago, Theresa",2
"Ainsley, John Mark","Tritle, Kent",2
"Ainsley, John Mark","Urreiztieta, Arizeder",2
"Ainsley, John Mark",Westminster Symphonic Choir,2
"Ajemian, Anahid","Ajemian, Maro",1
"Ajemian, Anahid","Dane, Jean R.",1
"Ajemian, Anahid","Dupouy, Jean",1
"Ajemian, Anahid","Kirkpatrick, Ralph",1
"Ajemian, Anahid","McCracken, Charles P.",1
"Ajemian, Anahid","Rudiakov, Michael",2
"Akahoshi, Ole","Piitz, Lori",1
"Akiho, Andy","Bensdorf, Ethan",1
"Akiho, Andy","Lamb, Christopher S.",2
"Akiho, Andy","Zeltser, Elizabeth",2
"Akiho, Andy","Zeugner, Max",1
"Akimov, Evgeny","Anger, Ain",1
"Akimov, Evgeny",New York Choral Artists,1
"Alarie, Pierrette","Farrow, Norman",1
"Alarie, Pierrette","Petrak, Rudolf",1
"Alarie, Pierrette",Schola Cantorum of NY,1
"Alarie, Pierrette","Verrett, Shirley",1
"Albanese, Licia","Burnett, Carol",1
"Albanese, Licia","Callaway, Liz",1
"Albanese, Licia","Carroll, Ronn",1
"Albanese, Licia","Cella, Susan",1
"Albanese, Licia","Comden, Betty",1
"Albanese, Licia","Cook, Barbara",1
"Albanese, Licia","Corelli, Franco",1
"Albanese, Licia","Fraction, Karen",1
"Albanese, Licia","Germer, Linda Von",1
"Albanese, Licia","Green, Adolph",1
"Albanese, Licia","Gregory, Andre",1
"Albanese, Licia","Hearn, George",1
"Albanese, Licia","Henderson, Robert",1
"Albanese, Licia","Kopyk, Frank",1
"Albanese, Licia","McGillin, Howard",1
"Albanese, Licia","Mills, Erie",1
"Albanese, Licia","Montevecchi, Liliane",1
"Albanese, Licia","Morris, Marti",1
"Albanese, Licia","Newman, Phyllis",1
"Albanese, Licia","Patinkin, Mandy",1
"Albanese, Licia","Peerce, Jan",2
"Albanese, Licia","Pisano, Jamie M.",1
"Albanese, Licia","Prince, Daisy",1
"Albanese, Licia","Remick, Lee",1
"Albanese, Licia","Rubin, Arthur",1
"Albanese, Licia","Sciarra, Elvera",1
"Albanese, Licia","Sperling, Ted",1
"Albanese, Licia","Stritch, Elaine",1
"Albanese, Licia","Terry, Susan",1
"Albanese, Licia","Tucker, Richard",10
"Albanese, Licia","Walton, Jim",1
"Albanese, Licia","Weede, Robert",2
"Albanese, Licia","Wheeler, Sandra",1
"Alberghetti, Anna Maria","Gignatti, Amadeo",2
"Albert, Donnie Ray","Mitchell, Leona",1
"Albert, Donnie Ray",New York Choral Artists,4
"Albert, Jane","Ewing-Crystal, Seth",1
"Albert, Jane","Hamme, Dylan",1
"Albert, Jane","Hausman, Richard",1
"Albert, Jane","Morokutti, Andrea",1
"Albert, Jane","Najarajan, Neel",1
"Albert, Jane","Pedone, Anthony",1
"Albert, Jane","Rose, Sofus",1
"Albert, Jane","Wagner, Emily",1
"Albert, John","Albert, Jane",1
"Albert, John","Benter, Lacey Jo",1
"Albert, John","Ewing-Crystal, Seth",1
"Albert, John","Guthrie, Devon",1
"Albert, John","Hamme, Dylan",1
"Albert, John","Hausman, Richard",1
"Albert, John","Kane, Kristen",1
"Albert, John","Karloski, Helen",1
"Albert, John","Martinez, Margarita",1
"Albert, John","Mervin-Leroy, Yves",1
"Albert, John","Morokutti, Andrea",1
"Albert, John","Najarajan, Neel",1
"Albert, John","O'Connor, Kelley",1
"Albert, John","Pedone, Anthony",1
"Albert, John","Powell, Erica",1
"Albert, John","Rose, Sofus",1
"Albert, John","Savoy, Emalie",1
"Albert, John","Wagner, Emily",1
"Albert, John","Williamson, Elena",1
Albertina Rasch Dancers,"Nelova, Dorissa",1
"Alberts, Eunice","Laderoute, Joseph",1
"Alberts, Eunice","McChesney, Ernest",2
"Alberts, Eunice",Schola Cantorum of NY,2
"Alberts, Eunice","Scott, Norman",3
"Albrecht, Lisa","Harwood, Donald",15
"Albrecht, Lisa","Olka, Christopher",15
"Albrecht, Lisa","Parkinson, Scott",15
"Alcala, Geraldo","Quintero, Luis",1
"Alcock, Merle","Casals, Pablo",1
"Alcock, Merle","Crooks, Richard",1
"Alcock, Merle","Dadmun, Royal",1
"Alcock, Merle","Gange, Fraser",1
"Alcock, Merle","Gustafson, William",1
"Alcock, Merle","Murphy, Lambert",2
"Alcock, Merle",Philharmonic Chorus,2
"Alcock, Merle",Schola Cantorum of NY,1
"Alda, Frances","Althouse, Paul",1
"Alda, Frances","Ballard, Erin",9
"Alda, Frances","Cahier, Sara",1
"Alda, Frances","La Forge, Frank",8
"Alda, Frances","Schwarz, Joseph",1
"Alder, Louise","Burton, Dashon",2
"Alder, Louise","Costanzo, Anthony Roth",1
"Alder, Louise","Davies, Iestyn",1
"Alder, Louise","Ellicott, Joshua",2
"Alder, Louise",Handel and Haydn Society Chorus,2
"Aler, John","Altner, Stefan",1
"Aler, John","American Boychoir, The",3
"Aler, John","Baer [Bär], Olaf",2
"Aler, John","Baker, Julius",1
"Aler, John","Biller, Georg Christopher",1
"Aler, John","Botti, Robert",2
"Aler, John","Boys Choir of Harlem, The",1
"Aler, John","Brey, Carter",2
"Aler, John","Carroll, David",2
"Aler, John","Cheek, John",2
"Aler, John",Chorus,1
"Aler, John","Church, Sandra",2
"Aler, John","Crawford, Leneida",1
"Aler, John","Darlington, Dorothy",4
"Aler, John","Davidoff, Judith",2
"Aler, John","Deak, Jon",2
"Aler, John","Dicterow, Glenn",3
"Aler, John","Donaruma, Nancy",4
"Aler, John","Hagegard [Hagegård], Håkon",1
"Aler, John","Hansen, Dionne",2
"Aler, John","Harris, Neil Patrick",1
"Aler, John","Kaufman, Mindy",2
"Aler, John","Kenote, Peter",1
"Aler, John","Kossoff, David",4
"Aler, John","Krause, Tom",1
"Aler, John","LeClair, Judith P.",2
"Aler, John","Legrand, Eric",1
"Aler, John","Levinson, Eugene",2
"Aler, John","Luxon, Benjamin",1
"Aler, John","Moinot, Michel",1
"Aler, John","Murphy, Heidi Grant",1
"Aler, John","Myers, Philip",1
"Aler, John",New York Choral Artists,8
"Aler, John","Olsen, Stanford",3
"Aler, John","Party, Lionel",2
"Aler, John","Plishka, Paul",1
"Aler, John","Rex, Charles",2
"Aler, John","Robinson, Joseph",2
"Aler, John","Roussel, Francine",1
"Aler, John","Siebert, Renee (Renée)",2
"Aler, John","Simon, Fiona",4
"Aler, John","Smith, Philip",1
"Aler, John","Soyer, Roger",1
"Aler, John","Stacy, Thomas",5
"Aler, John","Stepansky, Alan",2
"Aler, John","Stern, Nina",2
"Aler, John","Stone, William",4
"Aler, John","Sylar, Sherry",4
"Aler, John",Thomanerchor Leipzig,2
"Aler, John","Timm, Joel",1
"Aler, John","Tritle, Kent",2
"Aler, John","Underwood, Keith",2
"Aler, John","Watson, Nathaniel",1
"Aler, John",Westminster Choir,1
"Aler, John",Westminster Symphonic Choir,2
"Aler, John","Whitehead, William",1
"Aler, John","Wingreen, Harriet",5
"Alessi, Joseph","Abbracciamento, John",1
"Alessi, Joseph","Abraham, F. Murray",1
"Alessi, Joseph","Anthony, Ryan",1
"Alessi, Joseph","Ashby, Jerome",1
"Alessi, Joseph","Atkinson, Michael P.",1
"Alessi, Joseph",Audience,5
"Alessi, Joseph","Baer, Alan",264
"Alessi, Joseph","Baerwind, Christoph",8
"Alessi, Joseph","Bailey, Elden C. (Buster)",6
"Alessi, Joseph","Baker, Michael",1
"Alessi, Joseph","Balio, Andy",1
"Alessi, Joseph","Balm, Neil",1
"Alessi, Joseph","Bartels, Justin",1
"Alessi, Joseph","Bensdorf, Ethan",2
"Alessi, Joseph","Berlin, Eric M.",1
"Alessi, Joseph","Berwaerts, Jeroen",14
"Alessi, Joseph","Bliznik, Karin",1
"Alessi, Joseph","Blossom, William",1
"Alessi, Joseph","Botez, Sarah",1
"Alessi, Joseph","Boulton, Thomas",1
"Alessi, Joseph","Bove, Michael",1
"Alessi, Joseph","Brodsky, Mitch",1
"Alessi, Joseph","Bubolz, Chris",1
"Alessi, Joseph","Burgstaller, Josef",47
"Alessi, Joseph",Canadian Brass,70
"Alessi, Joseph","Carabella, John",1
"Alessi, Joseph","Castleman, John",1
"Alessi, Joseph","Cobb, Kevin",12
"Alessi, Joseph","Cobb, Timothy",5
"Alessi, Joseph","Cole, Alexis",27
"Alessi, Joseph","Coletti, Christopher",12
"Alessi, Joseph","Crespo, Enrique",8
"Alessi, Joseph","Cupples, Tom",1
"Alessi, Joseph","Curran, George",19
"Alessi, Joseph","Cutler, Rick",30
"Alessi, Joseph","Daellenbach, Charles",95
"Alessi, Joseph","Damoulakis, Mark",12
"Alessi, Joseph","Day, William (Liam)",1
"Alessi, Joseph","De Intinis, Ranier",1
"Alessi, Joseph","DeCarlo, Kenneth",13
"Alessi, Joseph","DePeters, David",1
"Alessi, Joseph","Deane, Richard",18
"Alessi, Joseph","Deck, Warren",142
"Alessi, Joseph","Dickson, John",1
"Alessi, Joseph","Dill, Denver",1
"Alessi, Joseph","Dorer, Robert",1
"Alessi, Joseph","Druckman, Daniel",77
"Alessi, Joseph","Dupuis, Kurt",1
"Alessi, Joseph","Ellis, Kenny",27
"Alessi, Joseph","Emerich, Justin",11
"Alessi, Joseph","Erbich-Crawford, Alexander",8
"Alessi, Joseph","Erwin, Edward",6
